NCBI_taxon_ID,name,rank,normalized_reads
203691,      Spirochaetes,P,1857.6507907288556
203692,        Spirochaetia,C,1857.6507907288556
136,          Spirochaetales,O,1814.9536003551639
2808963,              Arcobacteraceae,F,1757.944093320567
1783257,      PVC group,D1,1698.6968299350794
91347,          Enterobacterales,O,1689.3595251614224
35554,                  Geobacter sulfurreducens,S,1660.0022930342607
85009,            Propionibacteriales,O,1633.5754561285037
135614,          Xanthomonadales,O,1529.7528854319698
213115,            Desulfovibrionales,O,1498.9104757266873
186806,              Eubacteriaceae,F,1390.49251252386
294702,                  Proteiniphilum,G,1346.0237650390463
1603606,                  Desulfuromonas soudanensis,S,1310.519362936075
216572,              Oscillospiraceae,F,1308.9675854665584
211586,                  Shewanella oneidensis MR-1,S1,1258.518167734424
70863,                Shewanella oneidensis,S,1258.518167734424
2223,                  Methanothrix soehngenii,S,1221.8948874560072
990316,                    Methanothrix soehngenii GP6,S1,1221.8948874560072
399320,              Sphaerochaeta,G,1190.6528784023512
2791015,            Sphaerochaetaceae,F,1190.6528784023512
563835,                Chitinophagaceae,F,1184.6389082093324
1853228,            Chitinophagia,C,1184.6389082093324
1853229,              Chitinophagales,O,1184.6389082093324
85007,            Corynebacteriales,O,1166.190738292763
194924,              Desulfovibrionaceae,F,1153.0106197855823
32033,            Xanthomonadaceae,F,1110.8728684996133
1730,                Eubacterium,G,1082.095055427593
31957,              Propionibacteriaceae,F,1069.7274555954382
203682,        Planctomycetes,P,1059.6975119512672
203683,          Planctomycetia,C,1021.3226545291473
186823,              Alicyclobacillaceae,F,1017.9260600679738
80864,            Comamonadaceae,F,1007.1568576293123
795748,              Ignavibacteriales,O,993.7969194153635
795747,            Ignavibacteria,C,993.7969194153635
1134404,          Ignavibacteriae,P,993.7969194153635
29330,                Alicyclobacillus,G,948.9285725821767
40117,      Nitrospirae,P,923.8803534283077
301375,                  Methanothrix harundinacea,S,919.5979804115733
1110509,                    Methanosaeta harundinacea 6Ac,S1,919.5979804115733
2627627,                  unclassified Geobacter,G1,902.4218684206592
189779,            Nitrospiraceae,F,886.3113546920739
189778,          Nitrospirales,O,886.3113546920739
203693,        Nitrospira,C,886.3113546920739
1234,              Nitrospira,G,886.2514147898179
307628,                  Petrimonas,G,832.0058032481367
1642646,                    Petrimonas mucosa,S,832.0058032481367
506,            Alcaligenaceae,F,826.9974914151908
206389,          Rhodocyclales,O,820.1510225797275
649777,            Synergistaceae,F,813.8506728537078
649776,          Synergistales,O,813.8506728537078
649775,        Synergistia,C,813.8506728537078
508458,      Synergistetes,P,813.8506728537078
200795,        Chloroflexi,P,792.6852273681998
945713,                      Ignavibacterium album JCM 16511,S1,705.0797302264839
795749,                Ignavibacteriaceae,F,705.0797302264839
795750,                  Ignavibacterium,G,705.0797302264839
591197,                    Ignavibacterium album,S,705.0797302264839
2321115,                Halarcobacter,G,701.7297556892875
2323,      Bacteria incertae sedis,D1,697.627202379321
1783234,        Bacteria candidate phyla,D2,697.627202379321
95818,          Candidatus Saccharibacteria,P,683.6012652514167
872,                Desulfovibrio,G,656.555049355681
49546,                Flavobacteriaceae,F,646.7249053856968
42253,                Nitrospira moscoviensis,S,643.168471185174
135623,          Vibrionales,O,629.1958139703861
641,            Vibrionaceae,F,629.1958139703861
186804,              Peptostreptococcaceae,F,613.7046792317796
663364,                  Halarcobacter bivalviorum,S,602.5491974230238
1642647,                    Proteiniphilum saccharofermentans,S,595.6760886310022
2321111,                Aliarcobacter,G,592.7523533987373
204457,          Sphingomonadales,O,590.4946170804279
135619,          Oceanospirillales,O,579.2392354345787
292628,              Anaerolineaceae,F,567.8306740385199
292625,          Anaerolineae,C,567.8306740385199
292629,            Anaerolineales,O,567.8306740385199
135624,          Aeromonadales,O,562.4427428246192
2762318,                Weeksellaceae,F,562.2695831069908
84642,            Aeromonadaceae,F,561.9898635631295
909932,          Negativicutes,C,555.6295739348537
186826,            Lactobacillales,O,546.4720888679647
2887326,          Moraxellales,O,531.7268729129884
468,            Moraxellaceae,F,531.7268729129884
85006,            Micrococcales,O,520.2184116798361
204441,          Rhodospirillales,O,513.6916223230714
2172,                Methanobrevibacter,G,506.6786537591193
135620,            Oceanospirillaceae,F,503.0422996889219
662,              Vibrio,G,494.7705931775937
32003,          Nitrosomonadales,O,488.4569234732949
2937909,              Desulfitobacteriaceae,F,486.5122066445446
469,              Acinetobacter,G,481.95011408394896
41297,            Sphingomonadaceae,F,473.2521682676892
204455,          Rhodobacterales,O,459.17295122666843
48075,              Marinobacterium,G,457.84761338789684
2691354,            Pirellulales,O,457.4946339635004
2191,            Methanomicrobiales,O,413.8517251319918
2782232,                  Chryseobacterium group,F1,410.25533099663176
2495594,                    Geobacter sp. SVR,S,402.0235844201409
81468,                Aminobacterium colombiense,S,395.1371556498403
81466,              Aminobacterium,G,395.1371556498403
572547,                  Aminobacterium colombiense DSM 12261,S1,395.1371556498403
518898,                Marinobacterium sediminicola,S,392.59303979852996
815,                Bacteroidaceae,F,392.2400603741336
204458,          Caulobacterales,O,381.35097813095996
76892,            Caulobacteraceae,F,381.35097813095996
2831106,            Devosiaceae,F,380.3053598360497
75787,            Rhodocyclaceae,F,379.78588068316435
74201,        Verrucomicrobia,P,371.17451472571884
456827,            Candidatus Cloacimonas acidaminovorans,S,368.443919178501
456826,          Candidatus Cloacimonas,G,368.443919178501
456828,        Candidatus Cloacimonetes,P,368.443919178501
459349,              Candidatus Cloacimonas acidaminovorans str. Evry,S1,368.443919178501
41294,            Bradyrhizobiaceae,F,368.21081955861655
2593640,                  unclassified Desulfovibrio,G1,359.359693992147
79206,                Desulfosporosinus,G,353.7586431257806
2162,                  Methanobacterium formicicum,S,349.1099707063708
186803,              Lachnospiraceae,F,347.38503351922583
186831,                Acetoanaerobium,G,345.4669566470338
1511,                  Acetoanaerobium sticklandii,S,345.4669566470338
237,                  Flavobacterium,G,341.56420301125416
186822,              Paenibacillaceae,F,334.1782750554869
39441,                  Methanobrevibacter arboriphilus,S,333.36575638046105
213118,            Desulfobacterales,O,319.2665593720216
459786,                Oscillibacter,G,314.8709665399149
2629304,                  unclassified Oscillibacter,G1,314.8709665399149
2763056,                    Oscillibacter sp. NSJ-62,S,314.8709665399149
44249,                Paenibacillus,G,314.7843866811006
909929,            Selenomonadales,O,313.89860812553974
85026,              Gordoniaceae,F,313.3191890703984
2053,                Gordonia,G,313.2992091029797
2829815,            Azospirillaceae,F,295.3172384261793
1737404,          Tissierellia,C,295.2972584587606
1300,              Streptococcaceae,F,283.57567757314257
2093819,              Candidatus Nanosynbacterales,O,279.7395238287585
2093823,                  Candidatus Nanosynbacter,G,279.7395238287585
2093822,                Candidatus Nanosynbacteraceae,F,279.7395238287585
2093818,            Candidatus Saccharimonia,C,279.7395238287585
526524,          Erysipelotrichia,C,276.9090284444473
526525,            Erysipelotrichales,O,276.9090284444473
2283796,      Candidatus Thermoplasmatota,P,273.5390739398321
183967,        Thermoplasmata,C,273.33927426564543
1235850,          Methanomassiliicoccales,O,270.86175830573075
82115,            Rhizobiaceae,F,268.91704147698044
544448,        Tenericutes,P,266.7192450609271
31969,          Mollicutes,C,266.51278539760085
768507,              Cytophagales,O,266.25970581029776
768503,            Cytophagia,C,266.25970581029776
1577788,            Methanomassiliicoccaceae,F,265.2740274176435
2146,              Acholeplasmataceae,F,264.90106802582835
186329,            Acholeplasmatales,O,264.90106802582835
191303,                Turicibacter,G,260.27237557383717
2810281,              Turicibacteraceae,F,260.27237557383717
28197,                  Aliarcobacter butzleri,S,258.8537978871118
2691357,              Pirellulaceae,F,256.4362218294531
191,              Azospirillum,G,256.2097821987082
1775411,            Rhodanobacteraceae,F,250.46221157127158
1903414,            Morganellaceae,F,242.8831439304572
1406512,                Candidatus Methanomassiliicoccus intestinalis,S,241.8575056029656
1080709,              Methanomassiliicoccus,G,241.8575056029656
581,              Morganella,G,238.89381043586332
582,                Morganella morganii,S,238.89381043586332
41275,              Brevundimonas,G,232.3270611442614
126,              Planctomycetaceae,F,220.16592097543267
112,            Planctomycetales,O,220.16592097543267
94695,            Methanosarcinales,O,219.79296158361754
2206,              Methanosarcinaceae,F,219.79296158361754
1357,                Lactococcus,G,214.88454958776498
204428,        Chlamydiae,P,214.21855067380943
204429,          Chlamydiia,C,214.21855067380943
1197717,                Cloacibacillus porcorum,S,212.95315273729383
508459,              Cloacibacillus,G,212.95315273729383
123,                Pirellula,G,211.9941143011978
1632865,                    Pirellula sp. SH-Sr6A,S,211.1682756478929
2639138,                  unclassified Pirellula,G1,211.1682756478929
45401,            Hyphomicrobiaceae,F,201.84429085251492
1963360,            Parachlamydiales,O,194.8513022559814
224471,            Burkholderiales genera incertae sedis,O1,193.3061847756045
1737405,            Tissierellales,O,191.9475469911351
2008790,            Thiobacillaceae,F,187.91159357256436
36861,                Thiobacillus denitrificans,S,186.5329758206763
292415,                  Thiobacillus denitrificans ATCC 25259,S1,186.5329758206763
919,              Thiobacillus,G,186.5329758206763
816,                  Bacteroides,G,186.39311604874567
2207,                Methanosarcina,G,186.2066363528381
206351,          Neisseriales,O,182.92992169617668
543,            Enterobacteriaceae,F,182.39712256501224
1735038,                Oryzomicrobium terrae,S,178.58760877718638
1911577,              Oryzomicrobium,G,178.58760877718638
85023,              Microbacteriaceae,F,176.1766927086672
909930,              Acidaminococcaceae,F,173.03983782393647
1843488,            Acidaminococcales,O,173.03983782393647
57723,      Acidobacteria,P,172.68685839954
33958,              Lactobacillaceae,F,165.00123093249272
1737406,              Tissierellaceae,F,162.80343451643932
135613,          Chromatiales,O,159.95295916470948
1986204,                  Brevefilum fermentans,S,157.3489034111432
2019482,                Brevefilum,G,157.3489034111432
1970189,              Marinilabiliales,O,155.65726616969604
85025,              Nocardiaceae,F,154.0721887544818
1762,              Mycobacteriaceae,F,153.379549883968
1843490,              Sporomusaceae,F,152.51375129582576
81,              Hyphomicrobium,G,151.9076922841262
200918,      Thermotogae,P,148.55771774692965
188708,        Thermotogae,C,148.55771774692965
642,              Aeromonas,G,148.477797877255
31989,            Rhodobacteraceae,F,148.25801823564967
46913,              Devosia,G,146.21340156980605
1499392,            Chromobacteriaceae,F,145.97364196078206
1912215,                Acidipropionibacterium,G,145.92702203680517
204432,        Acidobacteriia,C,145.7738422865954
83618,              Pseudoxanthomonas,G,145.7272223626185
1827,                Rhodococcus,G,141.87108865081572
1643946,          Kosmotogales,O,141.43152936760507
1643948,            Kosmotogaceae,F,141.43152936760507
1184396,              Mesotoga,G,140.91871020385926
92713,              Parachlamydiaceae,F,139.83979196325126
2024526,                    Flavobacterium sediminilitoris,S,138.50113414620054
119060,            Burkholderiaceae,F,134.8847600434218
165697,              Sphingopyxis,G,134.63834044525825
365348,                Pelosinus,G,132.4472040183444
118969,          Legionellales,O,129.18380933996212
1471398,                Prolixibacteraceae,F,129.050609557171
876,                  Desulfovibrio desulfuricans,S,127.28571243518873
186817,              Bacillaceae,F,126.21345418372026
72275,            Alteromonadaceae,F,125.57409522632292
261825,              Agarivorans,G,124.96803621462334
32012,              Thiomonas,G,124.24209739841177
1749,                  Acidipropionibacterium jensenii,S,123.50283860392108
213121,              Desulfobulbaceae,F,123.18315912522242
41295,            Rhodospirillaceae,F,123.0366393641522
444,            Legionellaceae,F,122.32402052621973
913107,                  Pelolinea submarina,S,121.1851623833557
1649478,                Pelolinea,G,121.1851623833557
893,                Desulfobulbus,G,120.89212286121526
2005525,                Tannerellaceae,F,118.68100646688275
323620,              Shinella,G,115.85717107171114
680279,                Agarivorans gilvus,S,115.43093176677957
1962910,            Bryobacteraceae,F,115.38431184280267
332160,          Bryobacterales,O,115.38431184280267
1473598,                Paludibaculum fermentans,S,115.38431184280267
1649475,              Paludibaculum,G,115.38431184280267
2614128,                  unclassified Clostridium,G1,112.65371629558484
2930219,                    Clostridium sp. BJN0001,S,111.63473795723282
146937,              Azospira,G,111.58811803325592
203490,        Fusobacteriia,C,107.66538443005761
203491,          Fusobacteriales,O,107.66538443005761
32066,      Fusobacteria,P,107.66538443005761
539002,              Bacillales incertae sedis,O1,105.82056743840069
539742,                Bacillales Family XII. Incertae Sedis,O2,105.56748785109757
33986,                  Exiguobacterium,G,105.56748785109757
1653,              Corynebacteriaceae,F,105.22782840498022
1716,                Corynebacterium,G,105.22782840498022
117747,            Sphingobacteriia,C,105.10794860046822
200666,              Sphingobacteriales,O,105.10794860046822
84566,                Sphingobacteriaceae,F,105.10794860046822
1582259,                  Gudongella oleilytica,S,104.59512943672243
2692382,                Gudongella,G,104.59512943672243
219685,          Gemmatimonadetes,C,104.15557015351175
142182,        Gemmatimonadetes,P,104.15557015351175
219686,            Gemmatimonadales,O,104.15557015351175
219687,              Gemmatimonadaceae,F,104.15557015351175
2760872,                Tenuifilaceae,F,103.58281108750995
2760873,                  Tenuifilum,G,103.58281108750995
2590900,                    Tenuifilum thalassicum,S,103.58281108750995
538999,              Eubacteriales incertae sedis,O1,102.89683220613573
2638206,                  unclassified Turicibacter,G1,99.3204180381943
543314,                Eubacteriales Family XIII. Incertae Sedis,F,98.78761890702985
29,            Myxococcales,O,98.07500006909738
213462,            Syntrophobacterales,O,97.2158614700947
213465,              Syntrophobacteraceae,F,97.2158614700947
31953,              Bifidobacteriaceae,F,95.77730381595066
85004,            Bifidobacteriales,O,95.77730381595066
1678,                Bifidobacterium,G,91.53489073405368
69277,            Phyllobacteriaceae,F,90.95547167891233
2008794,            Zoogloeaceae,F,90.75567200472565
33057,              Thauera,G,89.46363411165186
1236046,                Mesotoga infera,S,87.86523671815849
203492,            Fusobacteriaceae,F,85.74070018264021
1198451,              Methanoregulaceae,F,85.3677407908251
909656,                  Phocaeicola,G,84.72172184428818
85413,              Bosea,G,83.72938346249438
2831100,            Boseaceae,F,83.72938346249438
84992,          Acidimicrobiia,C,82.03108623190768
84993,            Acidimicrobiales,O,82.03108623190768
227290,              Rhizobium/Agrobacterium group,F1,81.93118639481435
1481960,                Peptoclostridium,G,81.67144681837168
1731,                  Peptoclostridium acidaminophilum,S,81.67144681837168
1286171,                    Peptoclostridium acidaminophilum DSM 3953,S1,81.67144681837168
2847777,              Atribacter,G,81.59818693783656
2847775,          Atribacterales,O,81.59818693783656
2847778,                Atribacter laminatus,S,81.59818693783656
2847774,        Atribacteria,C,81.59818693783656
2847776,            Atribacteraceae,F,81.59818693783656
67818,      Atribacterota,P,81.59818693783656
1737407,            Tissierellia incertae sedis,C1,81.48496712246411
2816908,                  Sedimentibacter sp. zth1,S,81.37174730709167
190972,              Sedimentibacter,G,81.37174730709167
2649220,                unclassified Sedimentibacter,G1,81.37174730709167
118062,                  Methanobacterium congolense,S,81.29848742655655
375288,                  Parabacteroides,G,80.78566826281076
171552,                Prevotellaceae,F,80.13298932713431
507,              Alcaligenes,G,78.76769155352538
13134,              Magnetospirillum,G,77.34911386680002
1046,            Chromatiaceae,F,76.83629470305424
213468,              Syntrophaceae,F,76.63649502886756
2914038,            Syntrophales,O,76.63649502886756
67575,              Rheinheimera,G,75.61751669051553
136846,                Pseudomonas stutzeri group,G1,75.10469752676974
838,                  Prevotella,G,74.7650380806524
2691355,            Gemmatales,O,74.41205865625595
1914233,              Gemmataceae,F,74.41205865625595
2622400,                  unclassified Alicyclobacillus,G1,74.01911929702216
206379,            Nitrosomonadaceae,F,73.74605974230037
633392,              Iamiaceae,F,73.3531203830666
2665646,                    Alicyclobacillus sp. SO9,S,73.1866206545777
914,              Nitrosomonas,G,73.1400007306008
2771471,              Thiovulaceae,F,71.98782260945767
316277,                  Syntrophus aciditrophicus,S,71.29518373894388
56780,                    Syntrophus aciditrophicus SB,S1,71.29518373894388
43773,                Syntrophus,G,71.29518373894388
74829,                  Pseudomonas balearica,S,71.2019438909901
57480,                Microvirgula aerodenitrificans,S,69.43038677986827
57479,              Microvirgula,G,69.43038677986827
1553900,        Oligoflexia,C,69.2172671274025
40323,              Stenotrophomonas,G,68.95752755095982
1972068,                Sulfurivermis fontis,S,67.1127105593029
1096778,            Thioalkalispiraceae,F,67.1127105593029
2034504,              Sulfurivermis,G,67.1127105593029
709032,                    Sulfuricurvum kujiense DSM 16994,S1,66.49333156932421
148813,                  Sulfuricurvum kujiense,S,66.49333156932421
286130,                Sulfuricurvum,G,66.49333156932421
2910984,                Solidesulfovibrio,G,66.31351186255621
1268,              Micrococcaceae,F,64.76173439303973
180162,              Cetobacterium,G,63.76939601124592
188913,                Cetobacterium somerae,S,63.76939601124592
1134435,                Thauera humireducens,S,63.09007711901124
48076,                Marinobacterium georgiense,S,62.72377771633568
48461,            Verrucomicrobiales,O,62.60389791182367
203494,          Verrucomicrobiae,C,62.60389791182367
213483,            Bdellovibrionaceae,F,62.21761854172944
213481,          Bdellovibrionales,O,62.21761854172944
2785627,                Azospira inquinata,S,61.6981393888441
216851,                Faecalibacterium,G,61.43173982326187
1331051,            Candidatus Saccharimonas,G,61.045460453167635
1332188,              Candidatus Saccharimonas aalborgensis,S,61.045460453167635
2719231,                Lacrimispora,G,60.559281245980074
2060094,                  Aminipila,G,60.11306197362984
501783,                  Cloacibacterium,G,60.05978206051339
80812,              Sorangiineae,O1,59.946562245140946
1243,                Leuconostoc,G,59.167343515812924
1497346,          Thermoleophilia,C,58.33484487336846
173479,                Gemmatimonas,G,57.43574633952844
114627,                Alkaliphilus,G,56.60324769708398
2843199,              Miltoncostaeaceae,F,55.3977896628244
2843200,                Miltoncostaea,G,55.3977896628244
2843198,            Miltoncostaeales,O,55.3977896628244
36853,                Desulfitobacterium,G,55.184670010358616
958,              Bdellovibrio,G,52.414114528303436
1490,                  Paraclostridium bifermentans,S,52.32753466948921
1849822,                Paraclostridium,G,52.32753466948921
72293,              Helicobacteraceae,F,52.28091474551233
81852,              Enterococcaceae,F,52.0744550821861
1350,                Enterococcus,G,51.907955353697204
1301,                Streptococcus,G,51.68151572295231
185300,                    Paludibacter propionicigenes,S,51.32853629855586
346096,                  Paludibacter,G,51.32853629855586
2005523,                Paludibacteraceae,F,51.32853629855586
694427,                      Paludibacter propionicigenes WB4,S1,51.32853629855586
563798,                Cyclobacteriaceae,F,51.32853629855585
414999,          Opitutae,C,50.75577723255407
84998,          Coriobacteriia,C,50.39613781901806
2662261,                  Raineyella fluvialis,S,49.53033923087582
1911549,                Raineyella,G,49.53033923087582
1492,                  Clostridium butyricum,S,49.16403982820025
308865,                  Elizabethkingia,G,48.597940751338015
335543,                    Syntrophobacter fumaroxidans MPOB,S1,48.48472093596557
29526,                Syntrophobacter,G,48.48472093596557
119484,                  Syntrophobacter fumaroxidans,S,48.48472093596557
1843210,                Anaerocolumna,G,47.55898244556733
245876,              Nitratireductor,G,47.19268304289176
1648491,                Aquihabitans,G,47.13940312977532
2633173,                  unclassified Aquihabitans,G1,47.13940312977532
28453,                  Sphingobacterium,G,46.98622337956554
2884263,                    Aquihabitans sp. Kera 3,S,46.34686442216819
2896860,                Spirosomaceae,F,45.96058505207396
33024,                Phascolarctobacterium,G,45.847365236701506
577650,                    Desulfobulbus propionicus DSM 2032,S1,45.70084547563128
894,                  Desulfobulbus propionicus,S,45.70084547563128
115860,                unclassified Rheinheimera,G1,45.43444591004905
246875,                  Algoriphagus,G,45.18136632274594
415000,            Opitutales,O,44.86168684404726
134623,              Opitutaceae,F,44.86168684404726
75,              Caulobacter,G,44.10910807127747
2813035,            Parvibaculaceae,F,43.75612864688102
256618,                Parvibaculum lavamentivorans,S,43.729488690322796
256616,              Parvibaculum,G,43.729488690322796
402881,                  Parvibaculum lavamentivorans DS-1,S1,43.729488690322796
165695,              Sphingobium,G,43.403149222484565
2762286,                Fulvivirgaceae,F,43.229989504856114
2800060,          Hyphomonadales,O,43.21000953743745
69657,            Hyphomonadaceae,F,43.21000953743745
2843216,                  Miltoncostaea oceani,S,42.590630547458765
41273,                Tissierella,G,42.58397055831921
2507161,                    Tissierella sp. JN-28,S,42.58397055831921
2638726,                  unclassified Tissierella,G1,42.58397055831921
2202,                Methanospirillum,G,42.57731056917966
196137,              Methanospirillaceae,F,42.57731056917966
445,              Legionella,G,42.43079080810943
2037,            Actinomycetales,O,42.39749086241165
2049,              Actinomycetaceae,F,42.39749086241165
319458,                  Leadbetterella,G,42.09113136199209
649349,                      Leadbetterella byssophila DSM 17132,S1,42.09113136199209
316068,                    Leadbetterella byssophila,S,42.09113136199209
844,                  Wolinella succinogenes,S,41.398492491478294
843,                Wolinella,G,41.398492491478294
1073,              Rhodopseudomonas,G,41.20535280643118
1076,                Rhodopseudomonas palustris,S,41.05883304536095
33025,                  Phascolarctobacterium faecium,S,40.81907343633695
2622718,                    unclassified Proteiniphilum,G1,40.19303445721871
2829812,                      Proteiniphilum sp. JNU-WLY501,S,40.19303445721871
85,              Hyphomonas,G,40.046514696148485
203557,              Verrucomicrobiaceae,F,39.13409618402935
170,            Leptospiraceae,F,38.35487745470133
1643688,          Leptospirales,O,38.35487745470133
257820,              Kerstersia,G,37.00955964851108
206506,                Kerstersia gyiorum,S,37.00955964851108
2801997,                    Prevotella herbatica,S,36.9163198005573
74152,      Elusimicrobia,P,36.58998033271907
2845253,            Treponemataceae,F,36.33690074541595
157,              Treponema,G,36.33690074541595
118882,            Brucellaceae,F,36.07050117983373
1184387,                Mesotoga prima,S,35.717521755437275
660470,                  Mesotoga prima MesG1.Ag.4.2,S1,35.717521755437275
395331,                Methanoregula,G,35.70420177715816
2035811,                Pseudodesulfovibrio,G,35.111462743737704
2811502,        Thermodesulfovibrionia,C,34.84506317815548
2811503,          Thermodesulfovibrionales,O,34.84506317815548
83984,                  Methanocorpusculum labreanum,S,34.75848331934125
2633795,                unclassified Bdellovibrio,G1,34.75848331934125
88404,              Methanocorpusculaceae,F,34.75848331934125
410358,                    Methanocorpusculum labreanum Z,S1,34.75848331934125
2192,                Methanocorpusculum,G,34.75848331934125
2715679,                Dissulfurispira thermophila,S,34.74516334106214
2811505,            Dissulfurispiraceae,F,34.74516334106214
2811506,              Dissulfurispira,G,34.74516334106214
29510,                Turneriella parva,S,34.1191243619439
338321,              Turneriella,G,34.1191243619439
869212,                  Turneriella parva DSM 21527,S1,34.1191243619439
47420,              Hydrogenophaga,G,34.05252447054835
1408194,              Endomicrobium,G,33.63960514389589
447830,        Endomicrobia,C,33.63960514389589
1783343,            Endomicrobiaceae,F,33.63960514389589
1783344,          Endomicrobiales,O,33.63960514389589
53399,                Hyphomicrobium denitrificans,S,33.479765404546555
433,            Acetobacteraceae,F,33.413165513151
191394,            Deferribacteraceae,F,33.29994569777855
200930,      Deferribacteres,P,33.29994569777855
191393,          Deferribacterales,O,33.29994569777855
68337,        Deferribacteres,C,33.29994569777855
2893036,              Venatorbacter,G,33.046866110475435
2661630,                Venatorbacter cucullus,S,33.046866110475435
165696,              Novosphingobium,G,32.334247272542974
1191523,                      Melioribacter roseus P3M-2,S1,32.0145677938443
1334117,                Melioribacteraceae,F,32.0145677938443
1134403,                  Melioribacter,G,32.0145677938443
1134405,                    Melioribacter roseus,S,32.0145677938443
33951,                Acetobacterium,G,30.68922995507271
2610897,                unclassified Hydrogenophaga,G1,30.662589998514488
234,                Brucella,G,30.562690161421155
2826938,              Brucella/Ochrobactrum group,F1,30.562690161421155
1550733,                Aquisediminimonas profunda,S,30.12313087821048
2676781,              Aquisediminimonas,G,30.12313087821048
2619925,                unclassified Hyphomicrobium,G1,29.676911605860244
717785,                  Hyphomicrobium sp. MC1,S,29.676911605860244
1649490,                Rubinisphaera,G,29.643611660162463
119,                  Rubinisphaera brasiliensis,S,29.643611660162463
756272,                    Rubinisphaera brasiliensis DSM 5305,S1,29.643611660162463
1763524,              Isosphaeraceae,F,29.610311714464686
2691356,            Isosphaerales,O,29.610311714464686
1578,                Lactobacillus,G,29.477111931673573
80811,              Cystobacterineae,O1,28.824432995997114
821,                    Phocaeicola vulgatus,S,28.71787316976422
1796620,                  Acutalibacter muris,S,28.691233213206
1918385,                Acutalibacter,G,28.691233213206
2795865,                Thalassoglobus,G,28.371553734507327
2527994,                  Thalassoglobus polymorphus,S,28.371553734507327
204433,          Acidobacteriales,O,28.258333919134877
204434,            Acidobacteriaceae,F,28.258333919134877
68298,              Syntrophomonadaceae,F,28.21171399515799
67819,        Armatimonadetes,P,27.89869450559887
1005039,                  Fimbriimonas ginsengisoli,S,27.885374527319758
1663426,              Fimbriimonadaceae,F,27.885374527319758
1663425,            Fimbriimonadales,O,27.885374527319758
661478,                    Fimbriimonas ginsengisoli Gsoil 348,S1,27.885374527319758
1663419,          Fimbriimonadia,C,27.885374527319758
1005038,                Fimbriimonas,G,27.885374527319758
2681766,                    Maribellus comscasis,S,27.579015026900194
2678352,                  Maribellus,G,27.579015026900194
57665,                Sulfurospirillum,G,27.192735656805965
2932623,              Sulfurospirillaceae,F,27.192735656805965
873,                  Desulfocurvibacter africanus,S,26.979616004340183
690850,                      Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,S2,26.979616004340183
1511600,                    Desulfocurvibacter africanus subsp. africanus,S1,26.979616004340183
2582840,                Desulfocurvibacter,G,26.979616004340183
32011,            Methylophilaceae,F,26.806456286711732
139438,                Geovibrio thiophilus,S,26.306957101245054
46200,              Geovibrio,G,26.306957101245054
1117,          Cyanobacteria,P,26.233697220709942
